YD	XD
19.906250	-6.714844	7.859375	25.200001	0.112539
8.671875	-7.078125	13.789060	25.200001	0.149202
7.992188	-7.078125	14.281250	25.200001	0.137886
7.656250	-7.078125	14.765630	25.200001	0.132654
7.261719	-7.078125	16.031250	25.200001	0.126814
7.152344	-7.078125	16.468750	25.200001	0.125253
26.640631	-6.261719	25.093750	25.200001	0.022289
-30.953131	-6.082031	26.359381	25.200001	0.110559
-30.953131	-6.082031	27.250000	25.200001	0.110559
-30.953131	-6.082031	27.281250	25.200001	0.110559
-31.156250	-6.082031	28.000000	25.200001	0.123546
-29.609379	-6.171875	28.562500	25.200001	0.116389
-29.281250	-6.171875	29.343750	25.200001	0.096379
-28.515631	-6.261719	29.500000	25.200001	0.140307
-28.328131	-6.171875	30.203131	25.200001	0.039385
-26.703131	-6.351563	32.531250	25.200001	0.125823
-21.625000	-6.625000	33.781250	25.200001	0.140449
-21.625000	-6.625000	33.781250	25.200001	0.140449
-21.500000	-6.625000	34.906250	25.200001	0.134713
-21.156250	-6.445313	34.343750	25.200001	0.060590
-20.015631	-6.625000	35.593750	25.200001	0.068964
-20.078131	-6.445313	35.000000	25.200001	0.108044
-20.312500	-6.625000	35.468750	25.200001	0.081763
-20.140631	-6.445313	35.687500	25.200001	0.105356
21.687500	-6.535156	36.250000	25.200001	0.008337
-19.781250	-6.445313	36.937500	25.200001	0.120704
-19.187500	-6.714844	37.343750	25.200001	0.124036
-19.250000	-6.714844	37.906250	25.200001	0.126612
-19.312500	-6.714844	38.437500	25.200001	0.129196
-18.781250	-6.535156	38.562500	25.200001	0.072208
11.898440	-6.898438	41.375000	25.200001	0.036502
12.179690	-6.898438	41.250000	25.200001	0.043375
-16.734381	-6.808594	42.687500	25.200001	0.122889
-16.781250	-6.808594	42.687500	25.200001	0.124588
-17.015631	-6.808594	43.593750	25.200001	0.133150
-16.671881	-6.808594	43.812500	25.200001	0.120631
9.343750	-6.988281	47.656250	25.200001	0.071502
-16.968750	-6.714844	48.000000	25.200001	0.037678
6.308594	-6.898438	49.531250	25.200001	0.065621
-14.359380	-6.898438	49.968750	25.200001	0.132531
-14.187500	-6.898438	50.906250	25.200001	0.127176
6.027344	-6.988281	51.343750	25.200001	0.020828
4.015625	-6.988281	52.156250	25.200001	0.001454
3.625000	-7.078125	52.531250	25.200001	0.088534
9.515625	-6.988281	52.781250	25.200001	0.074761
-4.687500	-6.898438	54.093750	25.200001	0.072891
5.132813	-7.078125	54.906250	25.200001	0.100996
4.183594	-7.078125	54.843750	25.200001	0.092587
7.656250	-6.808594	55.781250	25.200001	0.136877
-14.070310	-6.808594	60.218750	25.200001	0.033716
9.851563	-6.988281	61.125000	25.200001	0.081311
-11.671880	-6.988281	61.562500	25.200001	0.145644
-11.101560	-6.988281	62.468750	25.200001	0.131292
-10.421880	-6.988281	62.906250	25.200001	0.115076
-10.250000	-6.988281	64.437500	25.200001	0.111127
-16.734381	-6.808594	64.687500	25.200001	0.122889
-10.195310	-6.988281	65.875000	25.200001	0.109885
-10.140630	-6.988281	66.375000	25.200001	0.108648
-9.796875	-6.988281	67.000000	25.200001	0.101017
-10.140630	-6.988281	68.562500	25.200001	0.108648
-9.687500	-6.988281	69.187500	25.200001	0.098641
-18.781250	-6.625000	74.125000	25.200001	0.017636
-17.140631	-6.808594	75.875000	25.200001	0.137762
-0.780273	-7.078125	78.000000	25.200001	0.079872
-8.953125	-6.988281	78.250000	25.200001	0.083339
0.222900	-7.078125	79.812500	25.200001	0.078207
-9.515625	-6.988281	79.625000	25.200001	0.094958
-14.875000	-6.808594	79.875000	25.200001	0.059116
-60.062500	-3.539063	14.648440	25.299999	0.085093
-59.843750	-3.539063	14.703130	25.299999	0.061752
-55.750000	-3.902344	15.203130	25.299999	0.002080
-51.875000	-4.355469	15.375000	25.299999	0.065076
-55.750000	-3.902344	15.289060	25.299999	0.002080
-52.062500	-4.355469	16.109381	25.299999	0.083313
-52.156250	-4.355469	16.125000	25.299999	0.092450
-44.906250	-4.992188	17.031250	25.299999	0.058158
12.414060	-6.988281	18.015631	25.299999	0.111893
18.187500	-6.808594	18.484381	25.299999	0.113035
-39.500000	-5.445313	19.562500	25.299999	0.061723
-39.625000	-5.445313	19.562500	25.299999	0.071591
-40.437500	-5.445313	20.312500	25.299999	0.136355
-35.281250	-5.808594	20.875000	25.299999	0.107273
-35.281250	-5.808594	21.656250	25.299999	0.107273
-35.343750	-5.808594	21.656250	25.299999	0.111759
-32.718750	-5.988281	23.000000	25.299999	0.108947
-31.750002	-6.082031	23.062500	25.299999	0.138444
-31.671881	-6.082031	23.765631	25.299999	0.133337
-30.437498	-6.171875	24.718750	25.299999	0.143949
-27.765631	-6.261719	26.015631	25.299999	0.071923
9.343750	-7.078125	25.875000	25.299999	0.133899
7.769531	-7.078125	27.156250	25.299999	0.106837
13.671880	-6.988281	28.468750	25.299999	0.145398
-24.531250	-6.445313	29.109381	25.299999	0.077604
-27.640631	-6.171875	29.484381	25.299999	0.025167
8.046875	-7.078125	31.234381	25.299999	0.111224
11.843750	-6.808594	30.671881	25.299999	0.081894
7.710938	-7.078125	31.703131	25.299999	0.105932
7.320313	-7.078125	31.609381	25.299999	0.100080
16.609381	-6.898438	32.062500	25.299999	0.146615
-21.875000	-6.625000	32.406250	25.299999	0.126328
-21.750000	-6.625000	33.093750	25.299999	0.120507
-21.562500	-6.625000	33.500000	25.299999	0.111834
-19.906250	-6.714844	35.156250	25.299999	0.128102
-19.656250	-6.714844	35.687500	25.299999	0.117473
-19.656250	-6.714844	36.312500	25.299999	0.117473
-19.015631	-6.714844	37.562500	25.299999	0.090810
-19.187500	-6.714844	39.156250	25.299999	0.097882
-18.015631	-6.808594	39.531250	25.299999	0.144595
-17.250000	-6.808594	40.250000	25.299999	0.115368
